,filename,transcription,filepath
1901,tef_02828_01140607737,మొదట్నుంచీ బెజవాడ రాజరత్నం గాయని\n,te_in_female\tef_02828_01140607737.wav
1902,tef_06625_01070580937,వేగం నుండి గంటకు వంద డెబ్బై కిమీ,te_in_female\tef_06625_01070580937.wav
1903,tef_03689_02011484943,ఇట్స్ ఫ్రీ టు బికమ్ ఏ మెంబర్,te_in_female\tef_03689_02011484943.wav
1904,tef_05181_01122568999,ఇంతటితో ఈ ప్రదర్శన పూర్తి అయినట్లే\n,te_in_female\tef_05181_01122568999.wav
1905,tef_03910_00926160487,ఈ రెండు సినిమాలలో కూడా చిత్తూరు నాగయ్య కథానాయకుడు,te_in_female\tef_03910_00926160487.wav
1906,tef_05994_01315430719,ఆమె మొదటి హవాయిలో పెరిగింది,te_in_female\tef_05994_01315430719.wav
1907,tef_06566_01254820314,మరియు యూరోప్ యాత్ర చేపడతానని చెప్పింది\n,te_in_female\tef_06566_01254820314.wav
1908,tef_06928_01581663233,అటువంటి ప్రాంతాలలో ముఖ్యమంత్రి పదవి కూడా వుంటుంది,te_in_female\tef_06928_01581663233.wav
1909,tef_06928_00120847464,శంషాబాద్ ఆంధ్రప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము,te_in_female\tef_06928_00120847464.wav
1910,tef_06869_02010036825,పదో తరగతి వరకు పాఠశాల కలదు\n,te_in_female\tef_06869_02010036825.wav
1911,tef_01033_00535564778,ఈ చర్యలు జీవం మనుగడకు అత్యావశ్యకమైనవి\n,te_in_female\tef_01033_00535564778.wav
1912,tef_06566_01735183809,ప్రతి సంవత్సరం ఉత్సవాలు ఘనంగా జరుగుతాయి\n,te_in_female\tef_06566_01735183809.wav
1913,tef_04213_01787843944,ప్రతి సంవత్సరం ఉత్సవాలు ఘనంగా జరుగుతాయి,te_in_female\tef_04213_01787843944.wav
1914,tef_04213_01847756079,చెట్టు మొదలు బూడిద రంగులో ఉంటుంది,te_in_female\tef_04213_01847756079.wav
1915,tef_06869_01690619937,ఎరుకల వాడు ప్రశ్న చెబుతడు\n,te_in_female\tef_06869_01690619937.wav
1916,tef_08712_00341840452,ఒకసారి తీసి కలిపి మళ్లీ అందులో పెట్టాలి,te_in_female\tef_08712_00341840452.wav
1917,tef_05994_01509709557,నెమ్మదిగా కమర్షియల్ రంగం మొదలయింది,te_in_female\tef_05994_01509709557.wav
1918,tef_08318_00776133745,కాని రాగ స్వరూపము బాగుగా చెవులగట్టును,te_in_female\tef_08318_00776133745.wav
1919,tef_05691_01746230571,శ్రీ శిఖరేశ్వరస్వామివారి ఆలయం,te_in_female\tef_05691_01746230571.wav
1920,tef_03689_00325245482,ఈనాడు ఆదివారం ఇరవై ఒకటి ఏప్రిల్ రెండు వేల పదమూడు,te_in_female\tef_03689_00325245482.wav
1921,tef_05691_01476805191,ఇవన్నీ బరువు తగ్గేందుకు తోడ్పడేవే,te_in_female\tef_05691_01476805191.wav
1922,tef_09281_00677172860,ఒక్కొక్కసారి చెమట పూర్తిగా ఆగిపోతుంది,te_in_female\tef_09281_00677172860.wav
1923,tef_05181_00077169535,ఈ వ్యాసం పశ్చిమ గోదావరి జిల్లాలో ఏలూరు సమీపంలోని గ్రామం గురించి\n,te_in_female\tef_05181_00077169535.wav
1924,tef_08318_00095425917,తమకు కూడా పశుత్వము వస్తుంది అని శపించారు,te_in_female\tef_08318_00095425917.wav
1925,tef_03689_00368601872,చివరి దశ వరకు తెలుగులో రచనలు గావించారు,te_in_female\tef_03689_00368601872.wav
1926,tef_01908_01793202051,వీటి వయస్సు ముప్పై ఏళ్ళు,te_in_female\tef_01908_01793202051.wav
1927,tef_05484_00324933512,మొయినాబాద్‌ ఆంధ్రప్రదేశ్ రాష్ట్రంలోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలం,te_in_female\tef_05484_00324933512.wav
1928,tef_05994_01375935297,అడవిజంతువులతో బాటే సంచరిస్తూ,te_in_female\tef_05994_01375935297.wav
1929,tef_05994_01387435808,ఈ గ్రామంలో బెనివాల్స్ అధికంగా ఉన్నారు,te_in_female\tef_05994_01387435808.wav
1930,tef_08318_01547313423,ఇది ఒక తెలుగు సినిమా గురించిన వ్యాసం,te_in_female\tef_08318_01547313423.wav
1931,tef_05181_00232578072,చదివి అర్ధంచేసుకోలేం\n,te_in_female\tef_05181_00232578072.wav
1932,tef_04261_00555777727,ఈ త్రిభుజాన్ని త్రికోణి అని కూడ అంటారు,te_in_female\tef_04261_00555777727.wav
1933,tef_03910_00894992424,దేవా గురు దక్షిణ భారత దేశం అనువాదం దాదాపు పూర్తి చేశాను,te_in_female\tef_03910_00894992424.wav
1934,tef_04261_01267121345,బనర్సి గాకేశ్తో ముకర్జీ,te_in_female\tef_04261_01267121345.wav
1935,tef_01908_00942873154,గృహాల సంఖ్య వంద డెబ్బై ఒకటి,te_in_female\tef_01908_00942873154.wav
1936,tef_03689_02032352516,వేంకటపతికి మొక్కమని చెబితేనే మొక్కేవాడు,te_in_female\tef_03689_02032352516.wav
1937,tef_06869_01412318030,బిస్మిల్లాఖాన్ సరస్వతీ దేవి భక్తుడు\n,te_in_female\tef_06869_01412318030.wav
1938,tef_05705_00379770157,ఈ వ్యాసం పశ్చిమ గోదావరి జిల్లాలో ఏలూరు సమీపంలోని గ్రామం గురించి,te_in_female\tef_05705_00379770157.wav
1939,tef_06928_00424334799,అప్లోడు పేజీ ద్వారా బొమ్మ యొక్క కొత్త కూర్పును అప్‌లోడు చెయ్యండి,te_in_female\tef_06928_00424334799.wav
1940,tef_01908_01401232225,ఈ గ్రామము సమీపాన సివీఅర్ కళాశాల ఉన్నది,te_in_female\tef_01908_01401232225.wav
1941,tef_06566_00263346536,ఆరు నుంచి ఎనిమిది ఎముకలు విరిగిపోతాయి\n,te_in_female\tef_06566_00263346536.wav
1942,tef_01908_00287699580,దీని అధిపతి రవికిషోర్,te_in_female\tef_01908_00287699580.wav
1943,tef_05994_00918234917,అని మీ కంప్యూటరు మానిటరు మీద చూపిస్తుంది,te_in_female\tef_05994_00918234917.wav
1944,tef_03910_01824438955,ప్రభుత్వం తలపెట్టిన ఎన్టీఆర్,te_in_female\tef_03910_01824438955.wav
1945,tef_05691_01198872971,ఇందులో కొలెస్ట్రాల్ తక్కువగా ఉంటుంది,te_in_female\tef_05691_01198872971.wav
1946,tef_06566_01647547213,ఇవి ఆకుల కంటె పొడుగుగా నున్నవి,te_in_female\tef_06566_01647547213.wav
1947,tef_06625_00124612501,అనిరుద్ధచరిత్ర గురించి వర్ణించబడినది,te_in_female\tef_06625_00124612501.wav
1948,tef_06625_01857404474,పాపుల సంఖ్య పెరిగిపోతోంది,te_in_female\tef_06625_01857404474.wav
1949,tef_04830_02034901313,దేశంలోని అన్ని ప్రాంతాలలో పెరుగుతుంది,te_in_female\tef_04830_02034901313.wav
1950,tef_01908_00597354417,నెలనెలా డబ్బులు సాయము చేసేవారు,te_in_female\tef_01908_00597354417.wav
1951,tef_05994_01587342873,అలాంటి సందర్బములొ చేప్పేది ఈ జాతీయము,te_in_female\tef_05994_01587342873.wav
1952,tef_06928_00563406006,ఆయన తండ్రి ఆ రోజులలో మంచి రంగస్థల నటుడు,te_in_female\tef_06928_00563406006.wav
1953,tef_04261_00036061072,ఫ్లోరా పాలస్తీనా భాగం రెండు,te_in_female\tef_04261_00036061072.wav
1954,tef_05691_00218208840,జీవిత భాగస్వామి వంచనకు గురి కావచ్చు,te_in_female\tef_05691_00218208840.wav
1955,tef_09935_01133201490,"వలయాకార కూడలిలో, అయిదవ నిష్క్రమణ నుండి వెళ్ళండి",te_in_female\tef_09935_01133201490.wav
1956,tef_05994_01542252028,ఈ నవలలో కథానాయకుని పాత్ర పేరు షాడో,te_in_female\tef_05994_01542252028.wav
1957,tef_09281_02101784663,తన పధ్ధెనిమిదివ ఏట నాటకరంగంలోకి ప్రవేశించారు,te_in_female\tef_09281_02101784663.wav
1958,tef_04213_00414892796,పూర్వమీమాంసా కర్త జైమిని,te_in_female\tef_04213_00414892796.wav
1959,tef_04213_00410977887,దోమ ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము,te_in_female\tef_04213_00410977887.wav
1960,tef_08664_00887585353,ఖురాన్ లో ఈ విషయం స్పష్టంగా చెప్పబడినది\n,te_in_female\tef_08664_00887585353.wav
1961,tef_09935_01765757183,కుడివైపుకుఉన్న ఇంటర్చేంజ్‌లోకి వెళ్ళండి,te_in_female\tef_09935_01765757183.wav
1962,tef_05994_00325590493,ఆ తరువాత కొడగు జిల్లా ఏర్పడింది,te_in_female\tef_05994_00325590493.wav
1963,tef_09281_00126746891,ఈ గ్రామ సర్పంచ్ మన్నోమానెమ్మ,te_in_female\tef_09281_00126746891.wav
1964,tef_05705_01064539694,ఏనుగు నడక సక్రమంగా వుంటుంది,te_in_female\tef_05705_01064539694.wav
1965,tef_05994_01743987025,గృహాల సంఖ్య రెండు వందలు ఇరవై అయిదు,te_in_female\tef_05994_01743987025.wav
1966,tef_08664_00311254016,ఈ విషయాలపై నిర్వాహకులకు ప్రత్యేకమైన పాత్ర లేదు\n,te_in_female\tef_08664_00311254016.wav
1967,tef_04261_01184097663,అప్పుడు అదొక ఫ్రెంచి కాలనీ,te_in_female\tef_04261_01184097663.wav
1968,tef_04261_00781614470,క్రమంగా భూస్వాములు రాజ్యపాలన చేపట్టారు,te_in_female\tef_04261_00781614470.wav
1969,tef_07789_02061639019,బండిలోగాని నడచిగాని వెళ్లవచ్చు,te_in_female\tef_07789_02061639019.wav
1970,tef_06869_01038149556,తెలుగులో ప్రసిద్ధి పొందిన అనువాదం ఇదే\n,te_in_female\tef_06869_01038149556.wav
1971,tef_09935_00189051054,తూర్పు వైపుగా,te_in_female\tef_09935_00189051054.wav
1972,tef_03689_00149005060,మండలంలో ఇది అతిచిన్న గ్రామాల్లో ఒకటి,te_in_female\tef_03689_00149005060.wav
1973,tef_07789_02110428787,తమిళ సాహిత్య చరిత్ర కారుడు,te_in_female\tef_07789_02110428787.wav
1974,tef_05994_01112774959,మాజీ శాసన సభ్యులు,te_in_female\tef_05994_01112774959.wav
1975,tef_05994_00278133694,గృహాల సంఖ్య నలభై ఆరు,te_in_female\tef_05994_00278133694.wav
1976,tef_05705_01230587296,తెలుగు సాహిత్యం లో ఎన్నో మార్పులు వచ్చాయి,te_in_female\tef_05705_01230587296.wav
1977,tef_01908_01955743548,నిజానికి మనము ఏదీ వదులుకోము,te_in_female\tef_01908_01955743548.wav
1978,tef_05691_01023126087,ఒకదశాబ్దము చేసిన నిరంతరకృషి ఫలము,te_in_female\tef_05691_01023126087.wav
1979,tef_06869_00958026998,కృష్ణయ్య చేసిన ప్రయత్నం ఫలించలేదు\n,te_in_female\tef_06869_00958026998.wav
1980,tef_01908_00200746215,వాటిలో మంచిపాటలు ఎన్నో ఎన్నెన్నో ఉన్నాయి,te_in_female\tef_01908_00200746215.wav
1981,tef_06869_01045211142,దానికి ముందు ఒక విభిన్నమైన విధానం ఉండేది\n,te_in_female\tef_06869_01045211142.wav
1982,tef_06008_01439395505,అని మీ కంప్యూటరు మానిటరు మీద చూపిస్తుంది,te_in_female\tef_06008_01439395505.wav
1983,tef_07789_00069807690,అంగారపర్ణుడి కథ మహాభారతంలో ఉంది,te_in_female\tef_07789_00069807690.wav
1984,tef_05994_01708646422,దీనిని పదకొండువ శతాబ్దంలో చోళులు నిర్మించారు,te_in_female\tef_05994_01708646422.wav
1985,tef_08318_01743997091,ఇక్కడే విశ్వకర్మ దేవస్థానం కూడా ఉంది,te_in_female\tef_08318_01743997091.wav
1986,tef_07789_01280192958,దీనిని స్కోరుగా అనువదిస్తారు,te_in_female\tef_07789_01280192958.wav
1987,tef_05181_00557185061,మీ కృషికి నా ప్రత్యేక అభినందనలు,te_in_female\tef_05181_00557185061.wav
1988,tef_03910_01515215571,ఊరి ప్రముఖుల వలన ఊరిలో అన్ని వసతులు ఏర్పడ్డాయి,te_in_female\tef_03910_01515215571.wav
1989,tef_06566_01944663885,ఆమె జూలై పదహారు రెండు వేల తొమ్మిది న సహజంగా మరణించింది\n,te_in_female\tef_06566_01944663885.wav
1990,tef_02828_01013014880,అతడు విజయవంతమైన సేనానాయకుడు\n,te_in_female\tef_02828_01013014880.wav
1991,tef_05705_01019577432,అప్పుడు ఆ ఆంగ్ల వికీ వ్యాసంలో ఎడమ ప్రక్క తెలుగు వికీ లింకు వస్తుంది,te_in_female\tef_05705_01019577432.wav
1992,tef_05705_01381490629,సూర్యగ్రహణమునకు సూర్యుని గ్రహించుట,te_in_female\tef_05705_01381490629.wav
1993,tef_08318_00422821375,పోతు వెదురు,te_in_female\tef_08318_00422821375.wav
1994,tef_04213_01790889284,ఈయనే అసఫ్ జాహీ పాలకులలో చివరివాడు,te_in_female\tef_04213_01790889284.wav
1995,tef_07789_00961987557,సమస్త విద్యలలో కాకలు తీరారు,te_in_female\tef_07789_00961987557.wav
1996,tef_06625_01019860136,ప్రసాద్ పేరిట ఓ పేజీ ఇప్పటికే ఉంది,te_in_female\tef_06625_01019860136.wav
1997,tef_08664_00498453949,కాకతీయ విశ్వవిద్యాలయము వరంగల్ ‌లో ఉన్న పబ్లిక్ విశ్వవిద్యాలయము\n,te_in_female\tef_08664_00498453949.wav
1998,tef_06008_01797836257,ఇది ఘంటసాల నిర్మించిన తొలిచిత్రం,te_in_female\tef_06008_01797836257.wav
1999,tef_05994_01444567020,ఇలా ఆమె ఇంటికి మరింత దూరం అయింది,te_in_female\tef_05994_01444567020.wav
2000,tef_01908_01705732741,జానకిరామన్ ఎండోవ్మెంట్ స్వర్ణ పతకంప్రొఫె,te_in_female\tef_01908_01705732741.wav
2001,tef_06928_00166068823,తెలంగాణా ప్రాంతానికి చెందిన మొదటి ముఖ్యమంత్రి ఆయన,te_in_female\tef_06928_00166068823.wav
2002,tef_07789_01900312964,సావనీర్స్ ప్రచురణకోసం కూడా చర్చిస్తారు,te_in_female\tef_07789_01900312964.wav
2003,tef_05994_01118044752,సంస్కృత ఆంధ్ర భాషలలో పట్టు సంపాదించాడు,te_in_female\tef_05994_01118044752.wav
2004,tef_05691_00975155953,శోషరస వ్యవస్థ కూడా ఒక బహిరంగ వ్యవస్థ,te_in_female\tef_05691_00975155953.wav
2005,tef_06625_00145434875,అవి ఓ ప్రత్యేకమైన వాసన రుచి కలిగి ఉంటాయి,te_in_female\tef_06625_00145434875.wav
2006,tef_02828_00038059062,తెలుగు సాహిత్యం లో ఎన్నో మార్పులొచ్చాయి,te_in_female\tef_02828_00038059062.wav
2007,tef_05181_02106928768,మార్చి నెలలో గింజలు తయారవుతాయి,te_in_female\tef_05181_02106928768.wav
2008,tef_09935_00819941777,ఎడమవైపు తిరగండి,te_in_female\tef_09935_00819941777.wav
2009,tef_01033_01027406795,మండల పరిషత్తు ప్రాథమిక పాఠశాల ఉన్నది\n,te_in_female\tef_01033_01027406795.wav
2010,tef_06869_01609853819,పాదయాత్ర ఈ పోరాటంలో కలికితురాయి,te_in_female\tef_06869_01609853819.wav
2011,tef_01908_01540832519,అతడు వీరి యోగక్షేమాలు కనుక్కొనేవాడు,te_in_female\tef_01908_01540832519.wav
2012,tef_02828_00064432357,ఎన్నో సార్లు అలా చేసారు కూడా\n,te_in_female\tef_02828_00064432357.wav
2013,tef_02828_00355571670,గ్రామం లోని ప్రజల ముఖ్య వృత్తి వ్యవసాయం\n,te_in_female\tef_02828_00355571670.wav
2014,tef_08712_00192406557,పూర్తి నిషేధిత ప్రాంతం,te_in_female\tef_08712_00192406557.wav
2015,tef_07789_00657482268,యూనివర్సిటీ ఆఫ్ కాలిఫోర్నియా ప్రెస్ పేజీ,te_in_female\tef_07789_00657482268.wav
2016,tef_09281_00705586421,దీనిని ఒక బౌద్ధ స్థూపముగా గుర్తించారు,te_in_female\tef_09281_00705586421.wav
2017,tef_08664_01902997961,తెలుగు పేరు లింకు మీ చర్చా పేజీకి ఇస్తే బాగుంటుంది\n,te_in_female\tef_08664_01902997961.wav
2018,tef_05691_00605079650,ఇది లైసెన్సు కింద ఉచితంగా లభ్యమౌతుంది,te_in_female\tef_05691_00605079650.wav
2019,tef_03689_01481729424,చిత్తూరు జిల్లాలో ప్రముఖ నది,te_in_female\tef_03689_01481729424.wav
2020,tef_04830_01318348708,లక్ష్యము అనే అర్థములోనే వాడబడుతున్నది,te_in_female\tef_04830_01318348708.wav
2021,tef_05994_01829382933,కుండల్ ప్రముఖ యాత్రాకేంద్రంగా ఉంది,te_in_female\tef_05994_01829382933.wav
2022,tef_05484_00563407791,రైలు స్టేషన్ ఫొటో కూడా నా దగ్గర ఉంది,te_in_female\tef_05484_00563407791.wav
2023,tef_03689_01329287221,చంద్రగుప్తుడు వచ్చి హేళిని ఓదార్చుట,te_in_female\tef_03689_01329287221.wav
2024,tef_05994_01802855320,మొదటి స్థానంలో జైపూర్ జిల్లా ఉంది,te_in_female\tef_05994_01802855320.wav
2025,tef_06869_01825498707,మీ కృషికి నా ప్రత్యేక అభినందనలు\n,te_in_female\tef_06869_01825498707.wav
2026,tef_02828_00732433586,ఏల్చూరి మురళీధరరావు వీరి కుమారుడు\n,te_in_female\tef_02828_00732433586.wav
2027,tef_08664_02126646007,రాఘవేంద్రరావు కూడా ప్రసిద్ది పొందిన సినిమా దర్శకుడు\n,te_in_female\tef_08664_02126646007.wav
2028,tef_06869_01911694476,అప్పుడు నారదుడు ఇట్లా చెబుతారు\n,te_in_female\tef_06869_01911694476.wav
2029,tef_01033_00635056005,దీన్ని కూడా దయచేసి విక్కీ లో పెట్టండి,te_in_female\tef_01033_00635056005.wav
2030,tef_06566_01807247280,ఆ సమయాన వసుధ సకల సస్యాలతోనూ రాణించింది\n,te_in_female\tef_06566_01807247280.wav
2031,tef_09281_01291566379,పాదరసంలో కరిగి ఎమాల్గమ్ ఇస్తుంది,te_in_female\tef_09281_01291566379.wav
2032,tef_04830_01550873316,పురాతనమైన విష్ణుదేవాలయం కలదు,te_in_female\tef_04830_01550873316.wav
2033,tef_06008_01661576826,షాజహాన్ అందుకు నిరాకరించాడు,te_in_female\tef_06008_01661576826.wav
2034,tef_06625_00116281932,విశాఖ పట్టణానికి సంబంధించిన రెండు శాసన సభ స్థానాలు ఉన్నాయి,te_in_female\tef_06625_00116281932.wav
2035,tef_07789_01921758409,సంవత్సరంలో నలభై ఆరు వర్షపాత దినాలు ఉంటాయి,te_in_female\tef_07789_01921758409.wav
2036,tef_01908_00506787833,హదోతి భూభాగంలో ఇది ప్రముఖ్యత కలిగిన నది,te_in_female\tef_01908_00506787833.wav
2037,tef_08712_02008358306,ది టైమ్స్ ఆఫ్ ఇండియా,te_in_female\tef_08712_02008358306.wav
2038,tef_05705_01033964386,ముందు అగస్త్య భుజించమని చెప్పాడు,te_in_female\tef_05705_01033964386.wav
2039,tef_05994_01835234433,మండల పరిషత్తు ప్రాథమిక పాఠశాల,te_in_female\tef_05994_01835234433.wav
2040,tef_09281_00458554893,ఊరికి రెండు కిలోమీటర్లు,te_in_female\tef_09281_00458554893.wav
2041,tef_03910_00569402940,ఈ విభాగాలు పునః ప్రసారము అవుతాయి,te_in_female\tef_03910_00569402940.wav
2042,tef_05994_01311908470,మహదేవపురం అను గ్రామము,te_in_female\tef_05994_01311908470.wav
2043,tef_05691_00242581554,భేదనాశినీ  భేదములను పోగొట్టునది,te_in_female\tef_05691_00242581554.wav
2044,tef_06928_00105463005,ఈ గ్రామంలో మామిడి తోటలు కుడా ఉన్నాయి,te_in_female\tef_06928_00105463005.wav
2045,tef_08712_02112533289,దాన్నే చూపించాలని తపించాను,te_in_female\tef_08712_02112533289.wav
2046,tef_03689_01410386008,యువక్రీతుడు తపస్సు కొనసాగించాడు,te_in_female\tef_03689_01410386008.wav
2047,tef_05691_00730073598,ఇక్కడ ఎలాంటి వసతులు లేవు,te_in_female\tef_05691_00730073598.wav
2048,tef_04830_00838564810,వాటిలో మంచిపాటలు ఎన్నో ఎన్నెన్నో ఉన్నాయి,te_in_female\tef_04830_00838564810.wav
2049,tef_03910_01795362656,నా అభిప్రాయము కంటే కొత్త వారి అభిప్రాయము తీసుకుంటే బాగుంటుంది,te_in_female\tef_03910_01795362656.wav
2050,tef_08318_00918659879,నేటి నిజం దినపత్రిక,te_in_female\tef_08318_00918659879.wav
2051,tef_05691_00390427689,రాయలగారికి అన్నపూర్ణతో వివాహమైనది,te_in_female\tef_05691_00390427689.wav
2052,tef_01908_00329796461,అది కార్చిచ్చులా ఇప్పుడు రగులుతుంది,te_in_female\tef_01908_00329796461.wav
2053,tef_05705_01528941366,కోర్టులో విచారణ జరుగుతుంది,te_in_female\tef_05705_01528941366.wav
2054,tef_06869_00611042950,ఈ ఆలయం చిన్న తిరుపతి దేవస్థానం వారి నిర్వహణలో ఉన్నది\n,te_in_female\tef_06869_00611042950.wav
2055,tef_03910_00350271509,దీనికి సాటి మరియొకటి లేదు,te_in_female\tef_03910_00350271509.wav
2056,tef_04830_01054260478,ఇవి తినడం వల్ల రక్తపోటు తగ్గుతుంది,te_in_female\tef_04830_01054260478.wav
2057,tef_04213_00240473313,దీనిలో పది ఇరవై మోతాదుల టీకా ఉంది,te_in_female\tef_04213_00240473313.wav
2058,tef_09935_01996477578,రెండు మైళ్ళలో,te_in_female\tef_09935_01996477578.wav
2059,tef_08318_01072375384,జిల్లా తూర్పు సరిహద్దులో బంగాళాఖాతం ఉంది,te_in_female\tef_08318_01072375384.wav
2060,tef_06008_00390502834,దుర్మార్గుల రక్తంతో భూమి తడుసిపోతుంది,te_in_female\tef_06008_00390502834.wav
2061,tef_08712_01140479257,ఫ్లోరా ఆఫ్ న్యూజీల్యాండ్ భాగం  గ్రాసెస్,te_in_female\tef_08712_01140479257.wav
2062,tef_05705_01703376683,అది కచ్చితంగా నిజం కాదు,te_in_female\tef_05705_01703376683.wav
2063,tef_08712_01983787962,జలధి  జలనిధి,te_in_female\tef_08712_01983787962.wav
2064,tef_05181_01661122299,మసీద్ వ్యాసానికి జత చేస్తాను రెండు మూడు రోజులలో,te_in_female\tef_05181_01661122299.wav
2065,tef_06566_00937825583,చిన్న దుంపలను విత్తనంగా వాడాలి\n,te_in_female\tef_06566_00937825583.wav
2066,tef_07789_01282262127,త్రివిధ కళలు  అభినయ ఒక,te_in_female\tef_07789_01282262127.wav
2067,tef_08318_00026086026,చేనేత రంగానికి సేవ చేసాడు,te_in_female\tef_08318_00026086026.wav
2068,tef_06625_01465815508,విజయనగరం మండలం ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని విజయనగరం జిల్లాకు చెందిన ఒక మండలము,te_in_female\tef_06625_01465815508.wav
2069,tef_04213_00861834669,ఈ భూమి నానావిధ చరాచరములకు నిలయం,te_in_female\tef_04213_00861834669.wav
2070,tef_08664_00986357671,పైడిపుట్టిలో కుటుంబంతో సహా ఉండేవాడు\n,te_in_female\tef_08664_00986357671.wav
2071,tef_06008_00183480956,ఏమయినా సందేహాలుంటే తప్పక నా చర్చపేజీలో రాయండి,te_in_female\tef_06008_00183480956.wav
2072,tef_05994_02061704739,ఈద్ నమాజ్ కు తయారు గావడం,te_in_female\tef_05994_02061704739.wav
2073,tef_08318_01089379602,అందువలన వీటిలో ఉద్యోగవకాశాలు పెరిగాయి,te_in_female\tef_08318_01089379602.wav
2074,tef_04830_01222804834,బెల్గవి జిల్లాలో హూలి ఒక పురాతన గ్రామం,te_in_female\tef_04830_01222804834.wav
2075,tef_08318_00006038060,మన రాష్ట్రానికి తెలుగు అధికార భాష,te_in_female\tef_08318_00006038060.wav
2076,tef_05994_01226624573,మా ఊరి పేరు ఒమ్మంగి,te_in_female\tef_05994_01226624573.wav
2077,tef_02828_00573905389,ఇది పూర్తి వినోదభరితం,te_in_female\tef_02828_00573905389.wav
2078,tef_01908_00117473591,తాటి చెట్లనుండి కల్లు మెండుగా వచ్చును,te_in_female\tef_01908_00117473591.wav
2079,tef_01908_01374335380,ఇది కేవలం నమ్మకంతో జరిగే వ్వవహారం,te_in_female\tef_01908_01374335380.wav
2080,tef_05691_00979649499,గ్రామ విస్తీర్ణం అయిదు వందలు ఒక హెక్టారులు,te_in_female\tef_05691_00979649499.wav
2081,tef_09935_01331275518,"వలయాకార కూడలిలో, ఒకటవ నిష్క్రమణ నుండి వెళ్ళండి",te_in_female\tef_09935_01331275518.wav
2082,tef_04261_00788830271,ముందువైపు ప్రమాణాల సంఖ్య లక్ష యాభై మూడు వేలు వంద ఎనభై,te_in_female\tef_04261_00788830271.wav
2083,tef_07789_00881166356,నీవు ఈ జగములంతకూ శివుడవు,te_in_female\tef_07789_00881166356.wav
2084,tef_05691_00919187399,దూరంలో వున్న పల్లెటూరు తోటపల్లి,te_in_female\tef_05691_00919187399.wav
2085,tef_05705_00192093000,భీముడు అలంబసుడితో యుద్ధం చేస్తున్నాడు,te_in_female\tef_05705_00192093000.wav
2086,tef_04830_02125684009,యాగంటిలో వసతి సౌకర్యాలు లేవు,te_in_female\tef_04830_02125684009.wav
2087,tef_05181_01124621546,కాని ఐరావంతుడు ఒక షరతు పెడతాడు\n,te_in_female\tef_05181_01124621546.wav
2088,tef_04830_01390096804,శుక్రుడి దశ వీరికి కష్టకారకమై ఉంటుంది,te_in_female\tef_04830_01390096804.wav
2089,tef_07789_00082298336,ఇది ఏక శిలా పర్వతము,te_in_female\tef_07789_00082298336.wav
2090,tef_04261_01174657806,ప్రభుత్వ పరిశీలనలో ఉంది,te_in_female\tef_04261_01174657806.wav
2091,tef_08664_00246076542,ఇతరులు దాన్ని పరిశీలించి తగు చర్యలు తీసుకుంటారు\n,te_in_female\tef_08664_00246076542.wav
2092,tef_06008_00005086348,ఇక్కడ ప్రపంచంలో అతిపెద్ద టీతోటలు ఉన్నాయి,te_in_female\tef_06008_00005086348.wav
2093,tef_07789_00358033708,నా మాట వింటే సుయోధనుడు బాగు పడతాడు,te_in_female\tef_07789_00358033708.wav
2094,tef_03689_01927070135,ఇవి తినడం వల్ల రక్తపోటు తగ్గుతుంది,te_in_female\tef_03689_01927070135.wav
2095,tef_08664_02016400259,ఈ ప్రమాదం జరిగిన కొన్ని నెలల తర్వాత దీని గురించి కొన్ని మూల గ్రంథాలు కూడా రాయడం జరిగింది,te_in_female\tef_08664_02016400259.wav
2096,tef_09281_01380995767,కొటల చంద్రగిరి మండలం లోని గ్రామము,te_in_female\tef_09281_01380995767.wav
2097,tef_09935_01038068033,రైల్‌లో వెళ్ళండి,te_in_female\tef_09935_01038068033.wav
2098,tef_09935_01493186580,నాలుగు వందల గజాలలో,te_in_female\tef_09935_01493186580.wav
2099,tef_06625_01804964861,తిరువారాధన కాలమందు పోయి సేవింపవలెను,te_in_female\tef_06625_01804964861.wav
2100,tef_06625_00696042042,పిన్ కోడ్ అయిదు లక్షలు పదిహేడు వేల ఆరు వందలు నలభై మూడు,te_in_female\tef_06625_00696042042.wav
2101,tef_01908_00662375358,ఆంజనేయ స్వామి గుడి,te_in_female\tef_01908_00662375358.wav
2102,tef_07789_00853321911,ఈ రెండు గ్రామాల కలయికనే పోఛారం,te_in_female\tef_07789_00853321911.wav
2103,tef_01908_00556950257,ప్రజలంతా నీ ఆజ్ఞలకు లోబడి ప్రవర్తిస్తాము,te_in_female\tef_01908_00556950257.wav
2104,tef_04830_01894318634,కాని ఐరావంతుడు ఒక షరతు పెడతాడు,te_in_female\tef_04830_01894318634.wav
2105,tef_03910_01887688078,చివరకు ఏడుగురిని ఎన్నిక చేసుకొన్నాడు,te_in_female\tef_03910_01887688078.wav
2106,tef_09935_01379460986,యాభై అడుగుల్లో,te_in_female\tef_09935_01379460986.wav
